,ts_code,trade_date,open,high,low,close,pct_chg,vol,hlc3,t_chg,ema_lower,ema,ema_upper,bandwidth,bandwidth_chg,percent,macd,histogram,signal,avgwidthratio30,avgwidthratio20,avgwidthratio10,avgwidthratio5,rsi,cci,volratio5,volratio10,volratio3,pirceratio5,pirceratio10,priceratio3,forcasting1,forcasting5
310,600409.SH,20210226,12.7435,12.8565,12.1595,12.2537,-7.7955,677160.57,12.423,-3.844,10.35,12.465,14.58,33.936,-1.255,0.49,0.82,-0.021,0.841,1.125,1.283,1.317,1.096,52.415,-43.69,1.268,1.368,1.387,0.902,0.952,0.892,2498.77,-1500.574
311,600409.SH,20210225,13.7324,13.9396,13.092,13.2897,-1.1212,305928.76,13.44,-3.224,10.276,12.47,14.664,35.191,0.168,0.721,0.939,0.093,0.847,1.177,1.32,1.457,1.231,64.501,46.051,0.561,0.596,0.551,0.989,1.04,0.964,2509.13,-1161.874
312,600409.SH,20210224,14.307,14.307,13.1861,13.4404,-3.7765,405482.2,13.644,-6.057,10.202,12.367,14.533,35.023,0.906,0.795,0.974,0.151,0.823,1.186,1.303,1.555,1.34,67.379,72.355,0.757,0.791,0.651,1.017,1.071,0.983,2554.34,-1544.193
313,600409.SH,20210223,14.3446,15.0699,13.8454,13.9679,-2.8813,567742.31,14.294,-2.626,10.146,12.233,14.32,34.116,3.307,0.994,0.983,0.198,0.786,1.174,1.256,1.615,1.449,77.548,137.779,1.115,1.145,0.988,1.097,1.147,1.067,2673.01,-1807.041
314,600409.SH,20210222,13.902,14.7779,13.902,14.3823,6.0415,674286.75,14.354,3.455,10.165,12.016,13.867,30.809,5.078,1.132,0.915,0.178,0.736,1.078,1.117,1.521,1.432,78.553,179.309,1.37,1.457,1.367,1.14,1.18,1.107,2740.83,-1936.538
315,600409.SH,20210219,13.6665,13.902,12.9036,13.5629,-0.6214,572191.07,13.456,-0.758,10.256,11.77,13.284,25.731,0.897,1.057,0.808,0.116,0.692,0.918,0.91,1.284,1.259,73.846,149.091,1.177,1.319,1.266,1.085,1.128,1.069,2835.02,-966.053
316,600409.SH,20210218,13.1767,13.6477,12.9507,13.6477,10.0231,677887.11,13.415,3.574,10.153,11.592,13.032,24.834,3.836,1.133,0.751,0.088,0.663,0.901,0.857,1.218,1.294,73.603,182.613,1.477,1.687,1.592,1.102,1.143,1.102,2794.52,-1305.37
317,600409.SH,20210210,12.6304,12.6775,12.0371,12.4044,-2.9473,374917.23,12.373,-1.789,10.204,11.401,12.597,20.998,0.699,0.906,0.671,0.031,0.641,0.772,0.705,0.974,1.132,66.195,100.993,0.813,0.938,0.804,1.027,1.064,1.018,2721.06,-563.568
318,600409.SH,20210209,12.3479,12.8565,12.1972,12.7811,3.9841,347674.76,12.612,3.508,10.151,11.298,12.445,20.3,1.726,1.073,0.667,0.033,0.633,0.754,0.664,0.883,1.111,70.367,160.184,0.743,0.852,0.685,1.068,1.093,1.049,2605.21,-420.125
319,600409.SH,20210208,11.3778,12.3385,11.2647,12.2914,8.0297,407726.05,11.965,8.03,10.124,11.16,12.196,18.574,-0.122,0.888,0.626,0.002,0.625,0.695,0.593,0.753,0.991,64.82,89.862,0.903,1.006,0.81,1.026,1.045,1.004,2518.55,536.421
320,600409.SH,20210205,12.5645,12.6493,11.2082,11.3778,-8.1369,572633.38,11.745,-9.445,10.04,11.075,12.111,18.696,-0.51,0.824,0.632,0.007,0.624,0.703,0.585,0.706,0.958,62.625,65.303,1.436,1.482,1.255,1.02,1.03,0.997,2507.25,1601.996
321,600409.SH,20210204,11.99,12.5928,11.9335,12.3856,2.0971,536670.69,12.304,3.299,9.948,11.005,12.061,19.206,1.832,1.115,0.651,0.029,0.622,0.723,0.594,0.678,0.911,73.37,200.739,1.477,1.415,1.342,1.084,1.087,1.072,2366.92,312.02
322,600409.SH,20210203,11.7262,12.3856,11.6697,12.1312,4.5451,513383.21,12.062,3.454,9.924,10.868,11.812,17.374,0.212,1.132,0.611,-0.005,0.615,0.651,0.533,0.573,0.729,71.411,230.244,1.527,1.311,1.53,1.076,1.074,1.079,2376.34,717.767
323,600409.SH,20210202,11.5473,11.8298,11.3024,11.6038,2.2406,390413.33,11.579,0.489,9.82,10.742,11.664,17.162,-1.498,0.954,0.574,-0.042,0.616,0.64,0.525,0.53,0.636,66.919,121.282,1.133,0.962,1.224,1.033,1.037,1.042,2451.68,705.698
324,600409.SH,20210201,11.0387,11.4437,10.7844,11.3495,2.5536,385032.7,11.193,2.816,9.66,10.654,11.648,18.661,-2.687,0.771,0.568,-0.059,0.627,0.693,0.573,0.544,0.621,62.586,37.028,1.122,0.895,1.241,1.001,1.011,1.006,2373.5,933.561
325,600409.SH,20210129,11.1988,11.3589,10.7655,11.0669,1.1184,310806.92,11.064,-1.178,9.466,10.597,11.729,21.348,-1.949,0.706,0.592,-0.049,0.642,0.793,0.667,0.592,0.648,61.013,11.114,0.882,0.706,0.906,0.987,1.002,0.983,2295.33,864.287
326,600409.SH,20210128,11.1611,11.2082,10.4641,10.9445,-3.8083,255823.15,10.872,-1.941,9.32,10.548,11.777,23.297,-5.407,0.632,0.627,-0.027,0.654,0.868,0.743,0.62,0.655,58.627,-23.807,0.663,0.542,0.685,0.964,0.986,0.964,2241.64,-56.461
327,600409.SH,20210127,11.2365,11.4531,11.1234,11.3778,2.2871,324077.05,11.318,1.258,9.005,10.514,12.023,28.704,-5.032,0.766,0.682,0.021,0.661,1.081,0.941,0.747,0.767,67.507,74.11,0.736,0.644,0.845,1.006,1.033,1.004,2201.14,693.959
328,600409.SH,20210126,11.4814,11.5944,11.0293,11.1234,-3.9057,350754.07,11.249,-3.118,8.67,10.43,12.189,33.735,-2.449,0.733,0.697,0.042,0.655,1.292,1.146,0.873,0.877,66.788,72.23,0.742,0.669,0.855,1.006,1.034,0.997,2232.23,489.768
329,600409.SH,20210125,11.3872,11.7828,11.3212,11.5755,4.4174,441311.22,11.56,1.654,8.472,10.343,12.215,36.185,-0.824,0.825,0.713,0.068,0.645,1.413,1.278,0.94,0.926,73.552,142.199,0.868,0.839,0.954,1.056,1.073,1.035,2250.12,-167.421
330,600409.SH,20210122,10.9539,11.2459,10.6714,11.0858,-1.1749,377118.83,11.001,1.204,8.325,10.215,12.106,37.009,-1.638,0.708,0.691,0.063,0.628,1.475,1.359,0.974,0.934,68.209,60.832,0.732,0.695,0.748,1.008,1.027,0.988,2269.89,-50.989
331,600409.SH,20210121,11.5567,11.6226,11.0293,11.2176,-0.1682,365188.12,11.29,-2.934,8.175,10.133,12.091,38.646,-0.631,0.795,0.709,0.097,0.612,1.573,1.472,1.046,0.971,75.485,119.048,0.657,0.637,0.633,1.044,1.067,1.04,2266.13,-212.13
332,600409.SH,20210120,11.0481,11.5944,11.0198,11.2365,3.0229,457661.33,11.284,1.705,8.045,10.011,11.977,39.277,-0.321,0.824,0.694,0.106,0.588,1.629,1.548,1.106,0.991,75.432,136.537,0.775,0.762,0.806,1.055,1.08,1.053,2230.34,-387.773
333,600409.SH,20210119,11.2459,11.5661,10.8126,10.9068,-2.5256,650021.36,11.095,-3.015,7.921,9.877,11.832,39.598,-0.459,0.811,0.664,0.103,0.561,1.666,1.615,1.176,1.013,73.88,125.857,1.121,1.075,1.167,1.049,1.078,1.044,2245.41,-23.179
334,600409.SH,20210118,10.3605,11.1894,10.2758,11.1894,9.9998,544463.78,10.885,8.001,7.796,9.749,11.701,40.057,0.303,0.791,0.636,0.101,0.536,1.705,1.695,1.272,1.05,72.061,101.275,0.964,0.848,0.928,1.038,1.07,1.032,2214.33,-450.462
335,600409.SH,20210115,10.3605,10.5772,9.6824,10.1722,-3.571,654820.48,10.144,-1.817,7.715,9.629,11.543,39.753,-0.74,0.635,0.613,0.102,0.511,1.707,1.746,1.384,1.081,63.883,26.736,1.19,0.98,1.15,0.964,1.012,0.956,2209.62,661.405
336,600409.SH,20210114,10.9539,11.3024,10.4076,10.5489,-2.6935,420891.68,10.753,-3.697,7.636,9.575,11.513,40.494,0.791,0.804,0.649,0.164,0.485,1.751,1.855,1.562,1.172,82.123,91.923,0.706,0.626,0.728,1.036,1.098,1.023,2136.16,314.296
337,600409.SH,20210113,10.6148,11.0104,10.37,10.8409,2.13,608593.95,10.74,2.13,7.575,9.451,11.327,39.702,1.586,0.844,0.624,0.18,0.444,1.721,1.899,1.706,1.247,82.026,103.64,0.98,0.909,1.072,1.052,1.119,1.032,2072.11,-175.849
338,600409.SH,20210112,10.4547,10.775,10.2193,10.6148,0.2664,663103.36,10.536,1.531,7.54,9.315,11.09,38.116,1.744,0.844,0.584,0.185,0.399,1.646,1.902,1.829,1.327,80.421,100.805,1.058,1.023,1.15,1.051,1.118,1.028,2138.98,330.578
339,600409.SH,20210111,10.3888,10.6619,10.0403,10.5866,1.5355,585960.39,10.43,1.904,7.516,9.187,10.857,36.372,1.958,0.872,0.546,0.193,0.353,1.557,1.887,1.947,1.437,79.539,104.943,0.851,0.943,0.946,1.056,1.128,1.035,2145.57,313.188
340,600409.SH,20210108,10.4453,10.596,9.9838,10.4265,-0.0901,455119.05,10.335,-0.18,7.497,9.056,10.614,34.415,2.78,0.911,0.5,0.196,0.304,1.456,1.847,2.039,1.628,78.76,115.162,0.592,0.728,0.67,1.078,1.139,1.049,2120.14,805.117
341,600409.SH,20210107,10.0215,10.5677,10.0215,10.4359,4.2339,566831.46,10.342,4.135,7.51,8.921,10.332,31.635,4.528,1.003,0.443,0.188,0.255,1.32,1.737,2.023,1.809,78.944,143.156,0.754,0.902,0.73,1.12,1.165,1.072,2101.31,-12.939
342,600409.SH,20210106,9.673,10.0686,9.6165,10.012,1.6251,699365.73,9.899,3.505,7.583,8.771,9.96,27.107,3.706,0.974,0.364,0.156,0.208,1.113,1.496,1.802,1.842,75.144,139.769,0.955,1.159,0.836,1.099,1.136,1.063,2086.24,582.32
343,600409.SH,20210105,9.494,9.9461,9.3433,9.8519,4.5994,756617.9,9.714,3.77,7.64,8.653,9.665,23.401,3.934,1.024,0.303,0.133,0.169,0.944,1.275,1.572,1.84,73.281,168.611,1.117,1.326,0.991,1.101,1.132,1.086,2044.79,1302.511
344,600409.SH,20210104,9.5599,9.6165,9.3245,9.4187,-2.4383,694887.95,9.453,-1.477,7.71,8.541,9.372,19.467,3.628,1.049,0.239,0.103,0.136,0.769,1.028,1.291,1.682,70.4,190.457,1.137,1.266,0.944,1.091,1.116,1.084,1986.39,1466.482
345,600409.SH,20201231,9.1455,9.7483,9.1361,9.6541,8.9259,956457.71,9.513,5.561,7.776,8.445,9.114,15.84,6.46,1.298,0.18,0.07,0.11,0.613,0.801,1.016,1.394,72.04,281.704,1.79,1.937,1.585,1.122,1.141,1.12,1927.06,1165.644
346,600409.SH,20201230,8.3261,8.863,8.0153,8.863,10.0584,939622.63,8.58,6.448,7.942,8.333,8.723,9.379,-0.379,0.817,0.097,0.004,0.093,0.355,0.446,0.564,0.733,57.869,106.909,1.966,2.134,2.124,1.019,1.034,1.013,1907.28,1531.368
347,600409.SH,20201229,8.3826,8.5616,8.0435,8.053,-3.932,464133.4,8.219,-3.932,7.901,8.307,8.712,9.758,-0.698,0.392,0.084,-0.008,0.092,0.363,0.436,0.555,0.668,48.548,-13.386,0.985,1.034,1.03,0.979,0.992,0.965,1851.71,2194.206
348,600409.SH,20201228,8.5898,9.0042,8.2978,8.3826,-4.1978,583283.26,8.562,-2.412,7.881,8.316,8.751,10.457,-0.959,0.783,0.103,0.009,0.094,0.384,0.439,0.567,0.635,60.199,123.603,1.326,1.369,1.282,1.026,1.041,1.015,1691.6,1387.499
349,600409.SH,20201225,8.5427,8.797,8.2696,8.7499,4.0305,426069.93,8.606,2.425,7.817,8.29,8.763,11.415,-1.2,0.833,0.091,-0.001,0.092,0.415,0.451,0.592,0.628,61.963,172.947,0.958,1.02,0.938,1.039,1.053,1.037,1643.56,795.823
350,600409.SH,20201224,8.5522,8.684,8.3826,8.4109,-0.7774,296300.53,8.492,-1.652,7.736,8.257,8.778,12.615,-1.94,0.726,0.07,-0.022,0.092,0.456,0.472,0.63,0.642,59.121,167.01,0.653,0.676,0.618,1.034,1.044,1.031,1713.25,661.394
351,600409.SH,20201223,8.2413,8.6181,8.1001,8.4768,3.9257,495936.4,8.398,2.858,7.633,8.232,8.831,14.556,-3.444,0.639,0.053,-0.044,0.098,0.525,0.519,0.701,0.703,56.629,155.948,1.154,1.161,1.057,1.029,1.034,1.025,1716.08,643.874
352,600409.SH,20201222,7.9211,8.6087,7.9211,8.1566,0.8158,601920.91,8.229,2.973,7.475,8.214,8.954,18.0,-2.607,0.51,0.041,-0.067,0.109,0.651,0.619,0.841,0.854,51.739,44.968,1.426,1.436,1.483,1.011,1.013,1.008,1688.77,373.509
353,600409.SH,20201221,7.8269,8.2884,7.8175,8.0906,-1.0373,422445.25,8.066,3.369,7.367,8.213,9.059,20.607,-1.071,0.413,0.042,-0.083,0.126,0.749,0.691,0.931,0.983,46.362,-57.055,1.038,1.013,1.087,0.994,0.989,0.987,1663.34,25.977
354,600409.SH,20201218,8.4297,8.4674,8.1283,8.1754,-2.1426,397193.89,8.257,-3.017,7.336,8.228,9.12,21.678,0.112,0.516,0.06,-0.086,0.146,0.791,0.711,0.941,1.045,52.722,18.021,1.0,0.934,0.927,1.023,1.01,1.016,1624.72,756.087
355,600409.SH,20201217,8.0435,8.3826,7.9776,8.3544,3.2606,455347.39,8.238,3.865,7.338,8.225,9.112,21.567,0.112,0.507,0.062,-0.106,0.168,0.789,0.696,0.894,1.045,52.126,-2.845,1.115,1.101,1.145,1.023,1.003,1.023,1626.6,695.632
356,600409.SH,20201216,8.0059,8.2508,7.9588,8.0906,0.8212,348213.84,8.1,1.058,7.342,8.224,9.106,21.454,0.61,0.43,0.065,-0.129,0.194,0.785,0.686,0.844,1.029,47.658,-54.503,0.844,0.83,0.882,1.002,0.981,1.009,1652.98,839.609
357,600409.SH,20201215,8.1377,8.2978,7.9588,8.0247,-0.9309,353615.58,8.094,-1.389,7.379,8.237,9.096,20.845,0.558,0.417,0.083,-0.144,0.227,0.761,0.663,0.773,0.967,47.452,-63.817,0.805,0.841,0.809,0.999,0.972,1.007,1644.5,1110.627
358,600409.SH,20201214,7.9494,8.3638,7.7798,8.1001,2.6264,556455.21,8.081,1.896,7.415,8.252,9.089,20.286,0.342,0.398,0.104,-0.159,0.263,0.737,0.644,0.704,0.884,47.068,-77.049,1.349,1.35,1.423,0.99,0.963,1.0,1611.53,686.011
359,600409.SH,20201211,8.0812,8.1848,7.7233,7.8928,-1.1794,331942.67,7.934,-2.331,7.445,8.27,9.095,19.944,-0.45,0.296,0.132,-0.171,0.303,0.721,0.634,0.646,0.801,42.509,-113.435,0.757,0.749,0.76,0.963,0.934,0.973,1612.48,578.278
360,600409.SH,20201210,8.0624,8.1189,7.8646,7.987,-0.1188,337552.24,7.99,-0.935,7.459,8.305,9.152,20.394,-0.494,0.314,0.18,-0.165,0.345,0.732,0.651,0.619,0.754,43.844,-119.713,0.772,0.731,0.748,0.956,0.927,0.967,1599.29,8.229
361,600409.SH,20201209,8.1942,8.4862,7.9117,7.9965,-2.5257,522863.43,8.131,-2.413,7.468,8.339,9.21,20.888,-1.835,0.381,0.233,-0.153,0.386,0.746,0.671,0.599,0.707,47.27,-111.928,1.248,1.096,1.181,0.964,0.932,0.976,1587.98,216.38
362,600409.SH,20201208,8.1377,8.4297,8.1377,8.2037,0.811,372220.1,8.257,0.811,7.411,8.361,9.31,22.723,-2.401,0.446,0.284,-0.141,0.425,0.808,0.738,0.625,0.709,50.507,-107.214,0.892,0.709,0.862,0.968,0.937,0.979,1598.35,-411.411
363,600409.SH,20201207,8.4297,8.4391,8.0906,8.1377,-4.8467,514557.03,8.222,-3.464,7.32,8.371,9.423,25.124,-3.45,0.429,0.331,-0.129,0.46,0.892,0.827,0.671,0.725,49.631,-137.567,1.258,0.957,1.264,0.952,0.929,0.963,1620.02,-436.104
364,600409.SH,20201204,8.3449,8.5992,8.1471,8.5522,3.4173,396444.62,8.433,2.484,7.189,8.387,9.585,28.574,-3.049,0.519,0.389,-0.103,0.492,1.015,0.956,0.751,0.773,55.114,-104.331,0.871,0.691,0.995,0.966,0.949,0.978,1634.14,-643.639
365,600409.SH,20201203,8.7123,8.7405,8.2413,8.2696,-4.0438,487349.62,8.417,-5.081,7.057,8.382,9.708,31.623,-1.81,0.513,0.437,-0.081,0.518,1.127,1.079,0.831,0.813,54.77,-104.536,1.049,0.792,1.241,0.947,0.945,0.963,1668.99,-584.798
366,600409.SH,20201202,8.7311,8.8065,8.5616,8.6181,0.0,329597.71,8.662,-1.294,6.978,8.379,9.779,33.433,-2.283,0.601,0.494,-0.044,0.538,1.198,1.164,0.89,0.829,61.571,-35.336,0.628,0.521,0.688,0.962,0.976,0.981,1682.18,-859.796
367,600409.SH,20201201,8.6558,8.7594,8.5333,8.6181,-1.0812,414346.14,8.637,-0.436,6.858,8.349,9.84,35.717,-2.147,0.597,0.534,-0.015,0.549,1.293,1.27,0.978,0.873,61.114,-20.781,0.684,0.633,0.811,0.949,0.978,0.959,1688.77,-895.698
368,600409.SH,20201130,8.9477,8.976,8.684,8.7123,-1.5948,361982.73,8.791,-2.631,6.744,8.318,9.893,37.864,-2.747,0.65,0.58,0.026,0.553,1.391,1.379,1.082,0.93,65.519,18.703,0.553,0.542,0.61,0.968,1.005,0.961,1723.62,-697.984
369,600409.SH,20201127,9.1549,9.1549,8.6275,8.8535,-2.4902,464774.24,8.879,-3.292,6.59,8.269,9.948,40.611,-1.995,0.682,0.614,0.067,0.547,1.524,1.52,1.227,1.019,68.108,39.956,0.656,0.672,0.662,0.98,1.026,0.962,1733.04,-1042.173
370,600409.SH,20201126,9.2586,9.268,8.684,9.0796,-2.8223,674289.44,9.011,-1.933,6.457,8.204,9.952,42.606,-0.681,0.731,0.64,0.11,0.53,1.647,1.645,1.382,1.118,72.053,63.577,0.894,0.981,0.968,1.002,1.057,0.985,1756.58,-1025.001
371,600409.SH,20201125,9.3622,9.607,9.0513,9.3433,-0.6011,543411.15,9.334,-0.202,6.362,8.12,9.877,43.288,1.5,0.845,0.65,0.148,0.502,1.732,1.727,1.526,1.219,82.92,109.597,0.725,0.772,0.716,1.057,1.117,1.037,1793.31,-1466.75
372,600409.SH,20201124,9.3245,9.6541,9.0137,9.3998,0.1001,690368.85,9.356,0.808,6.322,7.992,9.662,41.787,2.443,0.908,0.621,0.156,0.465,1.732,1.718,1.607,1.282,83.713,129.491,0.928,1.015,0.839,1.083,1.147,1.061,1842.29,-978.805
373,600409.SH,20201123,8.7594,9.5599,8.7217,9.3904,7.8997,900581.13,9.224,7.204,6.304,7.848,9.392,39.344,2.617,0.946,0.573,0.147,0.426,1.689,1.659,1.644,1.33,82.803,141.177,1.325,1.408,1.239,1.098,1.157,1.073,1874.31,-768.628
374,600409.SH,20201120,8.7123,8.9289,8.3449,8.7029,-2.0142,652572.89,8.659,-0.108,6.289,7.703,9.118,36.727,1.285,0.838,0.516,0.127,0.389,1.63,1.576,1.652,1.374,77.924,105.111,0.943,1.064,0.897,1.048,1.103,1.021,1879.02,-4.704
375,600409.SH,20201119,8.6652,8.9101,8.458,8.8818,2.8355,790205.8,8.75,2.5,6.256,7.603,8.95,35.442,3.431,0.926,0.494,0.136,0.357,1.624,1.541,1.706,1.492,81.358,138.586,1.191,1.396,1.199,1.084,1.136,1.061,1809.33,247.591
376,600409.SH,20201118,8.3073,9.0042,8.2884,8.6369,3.8501,947490.23,8.643,3.968,6.285,7.482,8.68,32.011,4.234,0.985,0.449,0.126,0.323,1.508,1.402,1.617,1.516,80.424,154.483,1.513,1.826,1.57,1.097,1.144,1.074,1758.47,826.779
377,600409.SH,20201117,8.2131,8.5239,8.1942,8.3167,0.1132,517843.69,8.345,1.261,6.338,7.36,8.382,27.777,3.433,0.982,0.396,0.104,0.292,1.337,1.218,1.435,1.452,77.522,144.897,0.845,1.038,0.824,1.086,1.127,1.061,1751.87,1416.872
378,600409.SH,20201116,8.0059,8.3261,7.9494,8.3073,5.629,652983.15,8.194,3.765,6.373,7.256,8.139,24.343,3.194,1.031,0.353,0.087,0.266,1.184,1.066,1.258,1.366,75.852,154.347,1.127,1.367,1.009,1.091,1.128,1.066,1695.36,1563.199
379,600409.SH,20201113,7.9588,7.9588,7.5914,7.8646,-1.1836,516868.11,7.805,-1.184,6.401,7.157,7.914,21.149,1.462,0.928,0.308,0.064,0.244,1.032,0.923,1.074,1.222,70.653,124.127,0.935,1.086,0.825,1.049,1.089,1.037,1662.4,1858.917
380,600409.SH,20201112,7.6009,8.0247,7.5255,7.9588,5.4928,726177.46,7.836,4.709,6.391,7.089,7.787,19.687,2.137,1.035,0.286,0.058,0.228,0.961,0.861,0.974,1.141,71.804,159.911,1.52,1.631,1.3,1.071,1.107,1.065,1617.19,1020.188
381,600409.SH,20201111,7.582,7.7704,7.5255,7.5444,0.1261,618612.34,7.613,-0.496,6.395,7.011,7.626,17.55,1.337,0.99,0.251,0.037,0.214,0.855,0.769,0.837,0.981,68.435,141.907,1.388,1.448,1.254,1.054,1.087,1.043,1582.34,1501.843
382,600409.SH,20201110,7.3183,7.7421,7.1864,7.5349,3.8953,726120.92,7.488,2.96,6.384,6.947,7.51,16.213,0.366,0.98,0.225,0.02,0.204,0.789,0.712,0.742,0.853,66.342,141.458,1.939,1.853,1.908,1.057,1.082,1.04,1550.32,1202.286
383,600409.SH,20201109,7.0169,7.2995,6.9792,7.2524,3.7732,435989.38,7.177,3.356,6.344,6.89,7.436,15.847,-0.654,0.763,0.201,0.001,0.199,0.769,0.7,0.694,0.777,60.339,84.849,1.173,1.12,1.153,1.026,1.045,1.002,1507.93,1101.497
384,600409.SH,20201106,7.5255,7.5632,6.9416,6.9887,-6.0747,452998.62,7.164,-7.133,6.294,6.86,7.426,16.502,-1.537,0.769,0.199,-0.0,0.199,0.797,0.734,0.69,0.756,60.074,77.442,1.194,1.174,1.334,1.034,1.045,1.017,1478.73,1310.976
385,600409.SH,20201105,7.2053,7.4596,7.177,7.4407,4.3591,358568.15,7.359,3.267,6.212,6.828,7.444,18.039,-1.367,0.931,0.195,-0.004,0.199,0.867,0.811,0.724,0.783,66.439,125.552,0.934,0.929,1.01,1.075,1.075,1.072,1424.11,221.195
386,600409.SH,20201104,7.1111,7.1864,7.0169,7.1299,0.0,274331.79,7.111,0.264,6.115,6.772,7.429,19.405,-1.892,0.758,0.168,-0.032,0.2,0.93,0.883,0.754,0.805,61.66,52.695,0.671,0.697,0.668,1.048,1.036,1.05,1442.94,666.259
387,600409.SH,20201103,6.7814,7.2053,6.7343,7.1299,6.0224,426151.17,7.023,5.139,6.019,6.736,7.454,21.297,-1.64,0.7,0.156,-0.053,0.208,1.018,0.985,0.811,0.856,59.786,21.385,1.083,1.076,1.063,1.046,1.018,1.043,1457.06,221.831
388,600409.SH,20201102,6.5931,6.8003,6.5083,6.7249,2.4388,299034.81,6.678,1.999,5.937,6.706,7.475,22.937,-1.291,0.482,0.147,-0.075,0.221,1.094,1.074,0.867,0.899,51.126,-67.901,0.726,0.711,0.693,0.996,0.96,0.989,1425.98,785.328
389,600409.SH,20201030,6.8191,6.8945,6.48,6.5648,-1.4146,419891.35,6.646,-3.729,5.897,6.709,7.522,24.228,-0.755,0.461,0.168,-0.072,0.24,1.152,1.147,0.92,0.925,50.226,-87.329,1.021,0.94,1.022,0.983,0.948,0.987,1385.48,689.263
390,600409.SH,20201029,6.6119,7.0169,6.5554,6.659,-2.213,498078.72,6.744,0.712,5.877,6.716,7.555,24.983,-0.452,0.517,0.196,-0.061,0.258,1.186,1.197,0.97,0.931,53.019,-62.261,1.284,1.082,1.283,0.985,0.959,1.005,1328.97,-19.278
391,600409.SH,20201028,6.8474,7.0923,6.6967,6.8097,-0.9585,387017.23,6.866,-0.551,5.859,6.713,7.567,25.435,-0.365,0.59,0.22,-0.053,0.273,1.205,1.238,1.02,0.93,56.679,-25.866,1.009,0.848,0.979,0.992,0.979,1.019,1322.38,765.265
392,600409.SH,20201027,6.5271,6.9133,6.4989,6.8756,5.6436,421423.99,6.763,5.339,5.833,6.697,7.561,25.799,-0.129,0.538,0.234,-0.053,0.286,1.222,1.282,1.077,0.936,54.21,-36.535,1.084,0.909,1.11,0.962,0.967,0.986,1346.87,383.504
393,600409.SH,20201026,6.5931,6.7626,6.4518,6.5083,0.1446,336519.7,6.574,-1.286,5.823,6.69,7.557,25.929,-0.753,0.433,0.259,-0.04,0.3,1.23,1.314,1.137,0.944,49.368,-59.402,0.787,0.75,0.872,0.919,0.942,0.933,1368.53,890.994
394,600409.SH,20201023,6.8662,6.9416,6.4989,6.4989,-5.4788,408290.15,6.646,-5.349,5.808,6.702,7.596,26.682,-1.57,0.469,0.307,-0.003,0.31,1.274,1.376,1.237,0.996,51.287,-35.833,0.855,0.953,1.029,0.916,0.958,0.918,1338.39,248.469
395,600409.SH,20201022,7.2524,7.2524,6.8191,6.8756,-4.0739,415084.2,6.982,-5.196,5.76,6.708,7.655,28.252,-0.727,0.645,0.356,0.045,0.31,1.368,1.484,1.398,1.12,61.564,26.037,0.805,1.017,0.954,0.963,1.018,0.953,1300.72,-486.376
396,600409.SH,20201021,7.3183,7.4219,7.1394,7.1676,-3.058,358760.73,7.243,-2.059,5.711,6.679,7.647,28.979,0.543,0.791,0.379,0.08,0.299,1.425,1.551,1.541,1.255,71.878,71.012,0.698,0.92,0.687,1.012,1.071,0.989,1337.45,-633.005
397,600409.SH,20201020,7.3089,7.4313,7.1205,7.3937,1.1602,361490.77,7.315,1.16,5.678,6.62,7.561,28.435,1.266,0.87,0.376,0.097,0.279,1.419,1.544,1.624,1.363,75.096,96.026,0.674,0.948,0.609,1.04,1.099,1.011,1404.32,-910.162
398,600409.SH,20201019,7.5726,7.648,7.2712,7.3089,-0.1284,451866.01,7.409,-3.482,5.657,6.546,7.436,27.17,1.951,0.985,0.36,0.105,0.255,1.371,1.485,1.635,1.464,79.375,134.845,0.921,1.269,0.797,1.08,1.131,1.051,1456.13,-739.082
399,600409.SH,20201016,7.3466,7.582,7.1205,7.3183,0.1286,568648.97,7.34,-0.385,5.642,6.456,7.27,25.219,2.465,1.043,0.324,0.096,0.229,1.281,1.376,1.568,1.526,78.547,162.769,1.335,1.728,1.036,1.1,1.136,1.07,1470.26,-1621.239
400,600409.SH,20201015,7.1017,7.5161,6.885,7.3089,2.9176,707699.81,7.237,2.918,5.639,6.362,7.086,22.754,4.021,1.104,0.282,0.077,0.205,1.157,1.23,1.442,1.52,77.285,204.396,2.08,2.464,1.698,1.115,1.133,1.089,1462.72,-1531.141
401,600409.SH,20201014,6.6119,7.2241,6.5648,7.1017,5.8991,647162.32,6.964,7.408,5.683,6.27,6.858,18.732,2.487,1.09,0.233,0.047,0.186,0.948,0.993,1.188,1.329,73.492,212.049,2.497,2.251,2.156,1.096,1.098,1.079,1462.72,-704.441
402,600409.SH,20201013,6.6684,6.772,6.4989,6.7061,2.4458,345286.96,6.659,0.565,5.694,6.197,6.701,16.246,1.225,0.958,0.196,0.022,0.174,0.815,0.84,1.026,1.182,67.989,149.676,1.405,1.162,1.316,1.062,1.057,1.052,1441.06,555.897
403,600409.SH,20201012,6.5177,6.772,6.4612,6.546,2.9634,496236.11,6.593,0.434,5.687,6.149,6.611,15.021,1.624,0.981,0.176,0.008,0.169,0.745,0.759,0.934,1.062,66.604,156.81,2.584,1.84,2.782,1.061,1.057,1.061,1380.78,818.355
404,600409.SH,20201009,6.3859,6.4518,6.2728,6.3576,2.1186,178337.66,6.361,-0.443,5.693,6.102,6.511,13.397,0.385,0.816,0.156,-0.011,0.167,0.655,0.662,0.805,0.886,61.132,82.144,0.859,0.637,0.892,1.023,1.025,1.032,1325.21,745.752
