,ts_code,trade_date,open,high,low,close,pct_chg,vol,hlc3,t_chg,ema_lower,ema,ema_upper,bandwidth,bandwidth_chg,percent,macd,histogram,signal,avgwidthratio30,avgwidthratio20,avgwidthratio10,avgwidthratio5,rsi,cci,volratio5,volratio10,volratio3,pirceratio5,pirceratio10,priceratio3,forcasting1,forcasting5
0,600409.SH,20220609,8.73,8.94,8.43,8.55,-1.0417,709831.38,8.64,-2.062,6.044,7.437,8.83,37.458,2.771,0.932,0.358,0.222,0.136,1.191,1.164,1.577,1.322,80.589,153.496,1.12,1.319,0.987,1.103,1.16,1.078,0.0,0.0
1,600409.SH,20220608,8.13,8.87,8.1,8.64,6.7985,1058089.07,8.537,6.273,6.043,7.311,8.578,34.688,3.054,0.984,0.292,0.211,0.081,1.133,1.061,1.527,1.331,79.66,179.685,1.963,2.254,1.807,1.118,1.169,1.1,855.0,-206.186
2,600409.SH,20220607,8.01,8.33,8.0,8.09,1.6332,608657.74,8.14,0.999,6.046,7.181,8.317,31.634,2.577,0.922,0.214,0.186,0.028,1.059,0.95,1.408,1.322,75.506,155.99,1.136,1.294,1.14,1.088,1.133,1.073,1719.0,421.121
3,600409.SH,20220606,7.57,8.13,7.5,7.96,4.5992,757488.6,7.863,5.152,6.052,7.081,8.109,29.057,2.386,0.88,0.152,0.171,-0.019,0.995,0.858,1.262,1.33,71.797,140.664,1.586,1.78,1.622,1.074,1.114,1.055,1673.0,520.996
4,600409.SH,20220602,7.44,7.66,7.3,7.61,1.1968,451655.24,7.523,2.285,6.065,6.998,7.931,26.67,1.637,0.781,0.099,0.16,-0.061,0.932,0.774,1.106,1.332,65.95,110.449,1.012,1.118,0.901,1.046,1.08,1.02,1605.0,1036.187
5,600409.SH,20220601,7.37,7.69,7.35,7.52,1.897,523846.48,7.52,2.035,6.074,6.943,7.812,25.033,2.052,0.832,0.064,0.165,-0.101,0.892,0.715,0.972,1.316,65.886,136.195,1.248,1.386,1.108,1.065,1.095,1.041,1557.0,1264.682
6,600409.SH,20220531,7.5,7.6,7.3,7.38,-0.4049,402158.12,7.427,-1.6,6.091,6.882,7.673,22.981,1.945,0.844,0.019,0.161,-0.142,0.834,0.649,0.822,1.205,64.143,147.514,0.998,1.075,0.919,1.064,1.094,1.054,1513.0,1468.21
7,600409.SH,20220530,7.34,7.47,7.17,7.41,2.2069,489866.37,7.35,0.954,6.107,6.825,7.543,21.036,2.253,0.866,-0.03,0.153,-0.183,0.772,0.591,0.689,1.031,62.699,162.323,1.152,1.311,1.205,1.066,1.095,1.066,1490.0,1514.395
8,600409.SH,20220527,7.0408,7.3508,7.0008,7.2508,3.571,589752.77,7.201,2.983,6.134,6.77,7.405,18.783,2.236,0.839,-0.083,0.137,-0.221,0.693,0.529,0.562,0.812,59.789,156.728,1.591,1.713,1.761,1.064,1.088,1.054,1479.0,982.457
9,600409.SH,20220526,6.7908,7.0808,6.6707,7.0008,3.0924,408631.76,6.917,3.092,6.168,6.724,7.28,16.548,0.801,0.674,-0.135,0.12,-0.255,0.61,0.47,0.454,0.617,53.418,111.09,1.209,1.177,1.053,1.032,1.055,1.016,1466.08,1180.843
10,600409.SH,20220525,6.5807,6.8308,6.5607,6.7908,2.4145,262989.89,6.727,3.193,6.176,6.704,7.232,15.747,-3.311,0.522,-0.171,0.114,-0.285,0.58,0.451,0.4,0.502,48.353,76.104,0.788,0.747,0.678,1.011,1.036,0.997,1425.16,974.894
11,600409.SH,20220524,6.9408,6.9508,6.6107,6.6307,-4.1917,364902.0,6.731,-4.468,6.063,6.701,7.34,19.058,-4.204,0.523,-0.194,0.12,-0.314,0.702,0.554,0.455,0.528,48.438,88.691,1.096,1.075,1.042,1.016,1.045,1.007,1379.16,1065.666
12,600409.SH,20220523,6.9508,7.0408,6.8708,6.9208,-0.4316,302797.52,6.944,-0.432,5.919,6.698,7.477,23.262,-5.752,0.658,-0.221,0.122,-0.344,0.859,0.69,0.532,0.575,54.074,174.724,0.833,0.885,0.907,1.061,1.089,1.057,1342.15,415.36
13,600409.SH,20220520,6.6507,6.9708,6.6107,6.9508,6.5959,621580.16,6.844,4.512,5.704,6.672,7.64,29.014,-6.106,0.589,-0.275,0.099,-0.374,1.08,0.887,0.647,0.659,51.639,189.82,2.042,1.942,2.316,1.063,1.081,1.054,1355.15,532.199
14,600409.SH,20220519,6.4507,6.5307,6.3307,6.5207,0.3077,262919.52,6.461,1.085,5.486,6.654,7.823,35.12,-3.614,0.417,-0.329,0.07,-0.399,1.324,1.117,0.777,0.756,40.474,69.419,0.787,0.81,0.811,1.01,1.024,0.995,1387.16,888.062
15,600409.SH,20220518,6.5104,6.5297,6.4429,6.5008,0.0,213098.38,6.491,-0.147,5.382,6.675,7.967,38.735,-4.405,0.429,-0.354,0.062,-0.416,1.487,1.292,0.862,0.806,41.17,97.552,0.606,0.644,0.631,1.027,1.034,1.011,1347.15,698.316
16,600409.SH,20220517,6.5297,6.549,6.3657,6.5008,-0.5887,237810.98,6.472,-0.443,5.25,6.694,8.138,43.139,-4.069,0.423,-0.384,0.048,-0.432,1.697,1.526,0.983,0.889,40.571,112.65,0.68,0.69,0.612,1.033,1.036,1.018,1302.15,374.328
17,600409.SH,20220516,6.4911,6.6551,6.4622,6.5393,1.6477,359663.47,6.552,0.743,5.132,6.717,8.303,47.208,-2.244,0.448,-0.415,0.029,-0.444,1.917,1.777,1.128,0.985,42.223,119.867,1.044,1.014,0.951,1.054,1.055,1.052,1300.16,10.802
18,600409.SH,20220513,6.4043,6.6358,6.3175,6.4333,3.2516,486099.04,6.462,0.453,5.069,6.735,8.4,49.453,-0.874,0.418,-0.457,-0.006,-0.451,2.085,1.986,1.272,1.062,39.685,37.214,1.487,1.378,1.554,1.042,1.036,1.051,1304.01,531.836
19,600409.SH,20220512,6.1535,6.25,6.0764,6.2307,0.6234,266771.08,6.186,1.255,5.061,6.763,8.465,50.326,0.576,0.33,-0.494,-0.044,-0.45,2.213,2.158,1.425,1.126,31.102,-43.332,0.798,0.75,0.812,0.996,0.976,1.004,1297.26,620.279
20,600409.SH,20220511,6.1053,6.414,6.0764,6.1921,1.5814,441070.13,6.227,1.422,5.127,6.824,8.522,49.751,1.318,0.324,-0.506,-0.067,-0.439,2.287,2.286,1.573,1.172,31.732,-42.488,1.43,1.238,1.408,1.005,0.966,1.005,1266.4,294.505
21,600409.SH,20220510,5.9799,6.1246,5.8642,6.0957,-0.1572,318159.71,6.028,1.936,5.219,6.887,8.555,48.433,2.545,0.243,-0.518,-0.096,-0.422,2.332,2.38,1.731,1.224,25.048,-70.638,0.994,0.867,1.02,0.97,0.911,0.964,1242.28,328.161
22,600409.SH,20220509,6.1439,6.25,6.0957,6.1053,-1.0935,225575.49,6.15,-0.628,5.376,6.977,8.578,45.889,2.206,0.242,-0.506,-0.109,-0.398,2.312,2.396,1.867,1.271,26.517,-65.617,0.626,0.577,0.69,0.99,0.906,0.984,1228.78,536.556
23,600409.SH,20220506,6.3175,6.3947,6.1535,6.1728,-3.9044,329759.46,6.24,-2.29,5.521,7.064,8.607,43.682,2.36,0.233,-0.496,-0.125,-0.371,2.303,2.407,2.043,1.382,27.618,-65.849,0.86,0.819,0.966,0.992,0.9,1.003,1220.1,517.988
24,600409.SH,20220505,6.2403,6.5201,6.1439,6.4236,1.6795,379826.92,6.363,2.937,5.674,7.151,8.629,41.322,2.152,0.233,-0.485,-0.146,-0.339,2.281,2.384,2.246,1.555,29.135,-66.153,1.027,0.857,1.045,0.987,0.896,1.032,1227.81,214.687
25,600409.SH,20220429,6.1632,6.3464,6.1246,6.3175,3.4757,312454.21,6.263,2.504,5.817,7.234,8.651,39.17,3.059,0.157,-0.476,-0.173,-0.303,2.267,2.355,2.516,1.815,26.078,-87.969,0.797,0.641,0.778,0.942,0.86,0.997,1259.64,463.14
26,600409.SH,20220428,6.2307,6.2886,6.0282,6.1053,-2.465,284956.36,6.141,-2.013,6.012,7.336,8.661,36.111,4.786,0.049,-0.448,-0.188,-0.26,2.186,2.252,2.794,2.131,22.287,-119.407,0.683,0.548,0.703,0.885,0.824,0.935,1274.11,588.04
27,600409.SH,20220427,5.8353,6.2886,5.787,6.2596,4.6773,388148.56,6.112,7.271,6.294,7.462,8.631,31.325,6.294,-0.078,-0.393,-0.18,-0.213,1.968,2.007,2.816,2.385,21.404,-159.732,0.895,0.743,0.924,0.842,0.803,0.884,1242.28,244.607
28,600409.SH,20220426,6.5201,6.5586,5.9028,5.9799,-8.2851,468349.28,6.147,-8.285,6.653,7.604,8.556,25.031,8.359,-0.266,-0.313,-0.146,-0.168,1.612,1.621,2.461,2.412,21.682,-220.994,1.082,0.864,1.138,0.815,0.792,0.837,1236.49,778.085
29,600409.SH,20220425,7.1373,7.1373,6.5201,6.5201,-9.9856,465779.78,6.726,-8.648,7.111,7.758,8.405,16.673,5.524,-0.298,-0.212,-0.08,-0.131,1.083,1.069,1.633,1.85,26.961,-218.375,0.946,0.878,1.116,0.864,0.858,0.877,1223.95,12.396
30,600409.SH,20220422,7.3592,7.417,7.1952,7.2434,-1.831,298819.83,7.285,-1.574,7.428,7.866,8.305,11.149,1.923,-0.163,-0.137,-0.026,-0.111,0.722,0.698,1.036,1.313,34.443,-166.258,0.519,0.553,0.652,0.916,0.926,0.932,1250.0,-623.31
31,600409.SH,20220421,7.716,7.745,7.3592,7.3785,-5.0863,446669.94,7.494,-4.374,7.562,7.928,8.293,9.226,0.942,-0.093,-0.098,0.007,-0.105,0.592,0.563,0.794,1.135,38.09,-135.456,0.735,0.858,0.809,0.932,0.949,0.939,1376.35,-1074.4
32,600409.SH,20220420,8.0922,8.0922,7.716,7.7739,-4.0472,434610.97,7.861,-3.933,7.643,7.973,8.304,8.283,-0.155,0.33,-0.067,0.04,-0.107,0.525,0.492,0.65,0.956,45.965,-7.063,0.719,0.863,0.676,0.977,0.997,0.972,1462.19,-1762.16
33,600409.SH,20220419,7.8125,8.2465,7.7932,8.1018,3.1932,488947.05,8.047,3.703,7.648,7.985,8.322,8.439,-0.049,0.592,-0.064,0.053,-0.117,0.527,0.491,0.601,0.871,50.908,69.896,0.766,0.991,0.718,1.006,1.023,0.995,1515.24,-1954.24
34,600409.SH,20220418,7.7739,8.0343,7.716,7.8511,-1.213,462171.14,7.867,0.993,7.64,7.979,8.317,8.488,-0.015,0.335,-0.078,0.053,-0.13,0.521,0.485,0.549,0.763,45.704,3.357,0.748,0.951,0.69,0.989,1.0,0.973,1587.57,-2311.062
35,600409.SH,20220415,8.3912,8.5937,7.9089,7.9475,-5.0693,822459.24,8.15,-5.288,7.651,7.99,8.33,8.503,0.5,0.735,-0.076,0.067,-0.143,0.513,0.479,0.503,0.677,54.009,130.831,1.498,1.883,1.293,1.037,1.041,1.019,1595.29,-1383.241
36,600409.SH,20220414,8.1018,8.5262,7.9475,8.3719,3.5793,799913.5,8.282,3.334,7.655,7.974,8.293,8.003,0.944,0.983,-0.102,0.058,-0.16,0.474,0.446,0.437,0.558,58.589,234.68,1.764,2.062,1.535,1.065,1.064,1.059,1579.86,-1047.256
37,600409.SH,20220413,7.8704,8.1983,7.8607,8.0826,1.8229,640259.74,8.047,2.696,7.661,7.941,8.221,7.058,-4.449,0.689,-0.147,0.028,-0.175,0.41,0.387,0.358,0.424,51.885,192.229,1.654,1.785,1.382,1.042,1.036,1.044,1631.94,-556.519
38,600409.SH,20220412,7.8704,7.9572,7.6775,7.9379,0.8576,414770.59,7.858,0.858,7.474,7.93,8.386,11.507,-3.065,0.421,-0.178,0.004,-0.182,0.662,0.629,0.558,0.623,45.276,62.711,1.088,1.167,0.996,1.018,1.012,1.022,1645.45,150.501
39,600409.SH,20220411,7.6099,7.9765,7.5424,7.8704,3.0305,689171.16,7.796,3.423,7.359,7.938,8.516,14.572,-2.517,0.378,-0.196,-0.014,-0.183,0.835,0.801,0.69,0.725,42.945,3.319,2.088,2.197,2.262,1.008,1.003,1.017,1602.05,629.607
40,600409.SH,20220408,7.5521,7.7353,7.3592,7.6389,1.4085,339637.65,7.578,1.149,7.273,7.952,8.632,17.09,-0.063,0.224,-0.21,-0.031,-0.179,0.979,0.95,0.802,0.802,33.606,-153.318,1.061,1.095,1.08,0.976,0.97,0.98,1580.83,601.621
41,600409.SH,20220407,7.745,7.7546,7.5039,7.5328,-3.4603,409452.89,7.597,-2.74,7.306,7.992,8.677,17.153,-1.558,0.212,-0.203,-0.031,-0.172,0.983,0.964,0.802,0.767,34.06,-160.931,1.384,1.32,1.33,0.975,0.968,0.973,1550.93,617.249
