2760,600173.SH,600173,卧龙地产,浙江,全国地产,19990415
2761,600176.SH,600176,中国巨石,浙江,玻璃,19990422
2762,600177.SH,600177,雅戈尔,浙江,服饰,19981119
2763,600178.SH,600178,东安动力,黑龙江,汽车配件,19981014
2764,600179.SH,600179,安通控股,黑龙江,仓储物流,19981104
2765,600180.SH,600180,瑞茂通,山东,仓储物流,19980703
2767,600183.SH,600183,生益科技,广东,元器件,19981028
2768,600184.SH,600184,光电股份,湖北,专用机械,20031106
2769,600185.SH,600185,格力地产,广东,区域地产,19990611
2770,600186.SH,600186,莲花健康,河南,食品,19980825
2771,600187.SH,600187,国中水务,黑龙江,水务,19981111
2772,600188.SH,600188,兖矿能源,山东,煤炭开采,19980701
2773,600189.SH,600189,泉阳泉,吉林,软饮料,19981007
2774,600190.SH,600190,锦州港,辽宁,港口,19990609
2776,600192.SH,600192,长城电工,甘肃,电气设备,19981224
2777,600193.SH,600193,创兴资源,上海,装修装饰,19990527
2778,600195.SH,600195,中牧股份,北京,农业综合,19990107
2779,600196.SH,600196,复星医药,上海,化学制药,19980807
2780,600197.SH,600197,伊力特,新疆,白酒,19990916
2782,600199.SH,600199,金种子酒,安徽,白酒,19980812
2783,600200.SH,600200,江苏吴中,江苏,化学制药,19990401
2784,600201.SH,600201,生物股份,内蒙,农业综合,19990115
2785,600202.SH,600202,哈空调,黑龙江,电气设备,19990603
2786,600203.SH,600203,福日电子,福建,元器件,19990514
2787,600206.SH,600206,有研新材,北京,半导体,19990319
2788,600207.SH,600207,安彩高科,河南,供气供热,19990714
2789,600208.SH,600208,新湖中宝,浙江,全国地产,19990623
2791,600210.SH,600210,紫江企业,上海,广告包装,19990824
2792,600211.SH,600211,西藏药业,西藏,中成药,19990721
2793,600212.SH,600212,江泉实业,山东,综合类,19990817
2794,600213.SH,600213,亚星客车,江苏,汽车整车,19990831
2795,600215.SH,600215,派斯林,吉林,园区开发,19990909
2796,600216.SH,600216,浙江医药,浙江,化学制药,19991021
2797,600217.SH,600217,中再资环,陕西,环境保护,19991216
2798,600218.SH,600218,全柴动力,安徽,农用机械,19981203
2799,600219.SH,600219,南山铝业,山东,铝,19991223
2800,600220.SH,600220,江苏阳光,江苏,纺织,19990927
2802,600222.SH,600222,太龙药业,河南,中成药,19991105
2803,600223.SH,600223,鲁商发展,山东,区域地产,20000113
2806,600227.SH,600227,圣济堂,贵州,化学制药,20000221
2807,600228.SH,600228,返利科技,江西,互联网,19990119
2808,600229.SH,600229,城市传媒,山东,出版业,20000309
2809,600230.SH,600230,沧州大化,河北,农药化肥,20000406
2810,600231.SH,600231,凌钢股份,辽宁,普钢,20000511
2811,600232.SH,600232,金鹰股份,浙江,纺织,20000602
